timestamp;posx;posy;lat;lon;real_position
2025.04.29 01:03:05;-27.52;38.98;45.8037915;18.479154;True
2025.04.29 01:03:35;-27.455602554347827;38.82060990052552;45.803790920170876;18.479156058472014;True
2025.04.29 01:04:05;-27.39289652173913;38.66485067567568;45.80379035556855;18.479158070025527;True
2025.04.29 01:04:35;-27.33186135869565;38.512588935810804;45.80378980602067;18.479160036366743;True
2025.04.29 01:05:05;-27.27247652173913;38.36369129129129;45.803789271354844;18.479161959201864;True
2025.04.29 01:05:35;-27.214721467391303;38.21802435247747;45.80378875139869;18.47916384023711;True
2025.04.29 01:06:05;-27.158575652173912;38.07545472972973;45.80378824597984;18.479165681178674;True
2025.04.29 01:06:35;-27.104018532608695;37.93584903340841;45.803787754925914;18.479167483732766;True
2025.04.29 01:07:05;-27.051029565217394;37.79907387387387;45.80378727806451;18.479169249605597;True
2025.04.29 01:07:35;-26.999588206521736;37.66499586148648;45.80378681522329;18.47917098050337;True
2025.04.29 01:08:05;-26.94967391304348;37.5334816066066;45.803786366229836;18.479172678132286;True
2025.04.29 01:08:35;-26.90126614130435;37.40439771959459;45.80378593091179;18.479174344198555;True
2025.04.29 01:09:05;-26.85434434782609;37.27761081081081;45.80378550909677;18.479175980408392;True
2025.04.29 01:09:35;-26.808887989130433;37.152987490615615;45.803785100612394;18.47917758846799;True
2025.04.29 01:10:05;-26.76487652173913;37.03039436936936;45.80378470528629;18.479179170083565;True
2025.04.29 01:10:35;-26.722289402173914;36.90969805743243;45.803784322946065;18.479180726961317;True
2025.04.29 01:11:05;-26.681106086956525;36.79076516516516;45.80378395341935;18.47918226080746;True
2025.04.29 01:11:35;-26.641306032608693;36.67346230292792;45.80378359653377;18.479183773328188;True
2025.04.29 01:12:05;-26.602868695652177;36.55765608108108;45.80378325211693;18.479185266229717;True
2025.04.29 01:12:35;-26.5657735326087;36.44321310998498;45.80378291999647;18.479186741218253;True
2025.04.29 01:13:05;-26.53;36.33;45.8037826;18.4791882;True
2025.04.29 01:13:35;-26.4950730298913;36.217462170703634;45.80378228768386;18.479189649499286;True
2025.04.29 01:14:05;-26.460670909610986;36.105508140475806;45.80378197998748;18.479191090752536;True
2025.04.29 01:14:35;-26.427003128575517;35.994699167880455;45.80378167881311;18.479192516634107;True
2025.04.29 01:15:05;-26.394279176201376;35.885596511481545;45.803781386062994;18.479193920018346;True
2025.04.29 01:15:35;-26.362708541905032;35.778761429843016;45.80378110363941;18.479195293779608;True
2025.04.29 01:16:05;-26.332500715102977;35.67475518152883;45.80378083344459;18.47919663079224;True
2025.04.29 01:16:35;-26.30386518521167;35.57413902510295;45.803780577380806;18.4791979239306;True
2025.04.29 01:17:05;-26.2770114416476;35.477474219129306;45.80378033735028;18.47919916606903;True
2025.04.29 01:17:35;-26.252148973827232;35.38532202217187;45.8037801152553;18.479200350081886;True
2025.04.29 01:18:05;-26.22948727116705;35.29824369279459;45.80377991299811;18.47920146884352;True
2025.04.29 01:18:35;-26.209235823083528;35.216800489561415;45.80377973248094;18.479202515228287;True
2025.04.29 01:19:05;-26.191604118993137;35.141553671036306;45.80377957560607;18.479203482110535;True
2025.04.29 01:19:35;-26.17680164831236;35.07306449578321;45.80377944427575;18.479204362364616;True
2025.04.29 01:20:05;-26.165037900457666;35.011894222366074;45.80377934039222;18.479205148864875;True
2025.04.29 01:20:35;-26.15652236484554;34.95860410934887;45.80377926585775;18.479205834485676;True
2025.04.29 01:21:05;-26.15146453089245;34.91375541529553;45.803779222574576;18.479206412101362;True
2025.04.29 01:21:35;-26.150073888014877;34.87790939877003;45.80377921244496;18.479206874586286;True
2025.04.29 01:22:05;-26.152559925629294;34.8516273183363;45.80377923737116;18.4792072148148;True
2025.04.29 01:22:35;-26.159132133152177;34.835470432558296;45.803779299255424;18.47920742566125;True
2025.04.29 01:23:05;-26.17;34.83;45.8037794;18.4792075;True
2025.04.29 01:23:35;-26.183925347222225;34.83247459008892;45.80377952787856;18.47920747262024;True
2025.04.29 01:24:05;-26.199421052631582;34.8396275043269;45.80377966897866;18.479207384988747;True
2025.04.29 01:24:35;-26.216323190789474;34.85123209938926;45.80377982192341;18.47920723999625;True
2025.04.29 01:25:05;-26.23446783625731;34.867061731951374;45.8037799853359;18.479207040533467;True
2025.04.29 01:25:35;-26.253691063596495;34.886889758688596;45.803780157839235;18.479206789491123;True
2025.04.29 01:26:05;-26.273828947368422;34.91048953627629;45.80378033805651;18.479206489759942;True
2025.04.29 01:26:35;-26.294717562134505;34.93763442138978;45.80378052461085;18.47920614423064;True
2025.04.29 01:27:05;-26.31619298245614;34.96809777070443;45.80378071612533;18.479205755793952;True
2025.04.29 01:27:35;-26.33809128289474;35.00165294089561;45.80378091122307;18.479205327340583;True
2025.04.29 01:28:05;-26.360248538011692;35.03807328863867;45.80378110852716;18.479204861761275;True
2025.04.29 01:28:35;-26.38250082236842;35.07713217060895;45.80378130666072;18.47920436194674;True
2025.04.29 01:29:05;-26.404684210526316;35.118602943481804;45.80378150424682;18.479203830787696;True
2025.04.29 01:29:35;-26.426634777046782;35.162258963932594;45.80378169990858;18.479203271174875;True
2025.04.29 01:30:05;-26.448188596491224;35.20787358863668;45.80378189226912;18.479202685999002;True
2025.04.29 01:30:35;-26.46918174342105;35.2552201742694;45.80378207995152;18.479202078150788;True
2025.04.29 01:31:05;-26.489450292397663;35.30407207750611;45.80378226157888;18.47920145052096;True
2025.04.29 01:31:35;-26.508830317982454;35.35420265502218;45.8037824357743;18.47920080600025;True
