timestamp,posx,posy,lat,lon
24-Nov-2023 12:46:07,14.7704751539714,54.1135785460497,46.7066119950293,17.1823078442438
24-Nov-2023 12:56:07,15.9353558837549,50.0094376468564,46.7065750598225,17.1823231318647
24-Nov-2023 13:06:07,20.7453348484178,40.5549991856513,46.7064899746247,17.1823862568979
24-Nov-2023 13:16:07,16.031140738756,34.1686013917193,46.706432500252,17.1823243889226
24-Nov-2023 13:26:07,21.5173864487176,25.375376605564,46.7063533656451,17.1823963891216
24-Nov-2023 13:36:07,21.6961673151043,25.5928074394812,46.7063553224134,17.1823987353997
24-Nov-2023 13:46:07,21.7302688570531,25.1944078479841,46.7063517370172,17.1823991829403
24-Nov-2023 13:56:07,21.3761353523126,24.7643056789836,46.7063478663137,17.1823945353754
24-Nov-2023 14:06:07,21.0350423461,23.9509086140659,46.7063405461486,17.182390058951
24-Nov-2023 14:16:07,21.2245275749339,24.1687250157182,46.7063425063868,17.1823925457106
24-Nov-2023 14:26:07,22.1196480577854,24.8085563055339,46.7063482645471,17.1824042930614
24-Nov-2023 14:36:07,22.1050312548918,25.2138608730686,46.7063519120846,17.1824041012339
24-Nov-2023 14:46:07,20.0739153641923,15.2781218685888,46.7062624954237,17.1823774453464
24-Nov-2023 14:56:07,24.8047133265573,8.02897494449144,46.7061972567421,17.1824395312268
24-Nov-2023 15:26:07,24.2913650404141,8.76503535753126,46.7062038809161,17.1824327941646
24-Nov-2023 15:36:07,20.4247763828074,8.29379311786892,46.7061996399727,17.182382049964
24-Nov-2023 15:46:07,20.4114761997816,8.29405308406771,46.7061996423122,17.1823818754155
24-Nov-2023 15:56:07,20.1132215641647,8.36619800052839,46.7062002915802,17.1823779611918
24-Nov-2023 16:06:07,19.7955748167418,8.41926162690576,46.7062007691262,17.1823737924705
24-Nov-2023 16:16:07,20.2349815339648,8.31889962235823,46.7061998659186,17.182379559141
24-Nov-2023 16:26:07,20.6931095716523,8.21652011170708,46.7061989445544,17.1823855715057
24-Nov-2023 16:36:07,20.9973639941656,8.14187948778847,46.7061982728263,17.1823895644692
