datetime,x (m),y(m)
17-Sep-2023 00:57:58,-3.34,-14.22
17-Sep-2023 18:17:57,-135.30,32.34
17-Sep-2023 20:37:56,-145.25,13.55
17-Sep-2023 20:47:56,-146.22,5.19
17-Sep-2023 23:17:56,-136.26,50.64
17-Sep-2023 23:57:56,-136.55,9.33
18-Sep-2023 00:07:56,-131.77,11.19
18-Sep-2023 00:37:56,-143.15,29.01
18-Sep-2023 00:47:56,-152.78,25.77
18-Sep-2023 00:57:56,-141.39,26.26
18-Sep-2023 06:37:56,-141.07,8.46
18-Sep-2023 06:47:56,-148.44,2.20
18-Sep-2023 06:57:56,-145.56,-4.40
18-Sep-2023 07:07:56,-143.45,3.32
18-Sep-2023 07:17:56,-142.14,10.89
18-Sep-2023 07:27:56,-141.84,16.77
18-Sep-2023 07:37:56,-142.04,22.76
18-Sep-2023 07:47:56,-140.15,29.61
18-Sep-2023 09:37:56,-143.13,13.49
18-Sep-2023 09:47:56,-149.12,15.27
18-Sep-2023 09:57:56,-139.64,26.02
18-Sep-2023 10:07:56,-141.72,27.64
18-Sep-2023 10:17:56,-146.45,11.40
18-Sep-2023 10:27:56,-145.53,18.51
18-Sep-2023 10:37:56,-143.80,13.55
18-Sep-2023 10:47:56,-140.29,8.61
18-Sep-2023 11:27:56,-139.52,26.66
18-Sep-2023 12:47:56,-149.05,25.34
18-Sep-2023 12:57:56,-144.45,17.25
18-Sep-2023 13:07:56,-133.60,27.23
18-Sep-2023 13:37:56,-141.53,14.60
18-Sep-2023 13:47:56,-142.89,6.44
18-Sep-2023 14:27:56,-134.40,8.32
18-Sep-2023 15:37:56,-135.42,26.44
18-Sep-2023 15:47:56,-135.20,22.94
18-Sep-2023 15:57:56,-136.27,28.97
18-Sep-2023 16:07:57,-134.97,25.18
18-Sep-2023 16:17:56,-134.62,28.55
18-Sep-2023 16:27:56,-136.51,21.98
18-Sep-2023 16:37:56,-136.55,26.57
18-Sep-2023 16:47:56,-135.98,31.17
18-Sep-2023 16:57:57,-133.37,22.64
18-Sep-2023 17:07:56,-134.67,21.68
18-Sep-2023 17:17:56,-132.70,23.60
18-Sep-2023 17:27:56,-133.87,23.79
18-Sep-2023 17:37:56,-134.06,28.36
18-Sep-2023 17:47:56,-133.89,23.77
18-Sep-2023 17:57:56,-138.12,23.95
18-Sep-2023 18:07:56,-130.31,22.05
18-Sep-2023 18:17:56,-142.71,7.46
18-Sep-2023 18:27:57,-145.36,-3.15
18-Sep-2023 18:37:56,-138.57,10.72
18-Sep-2023 18:47:56,-129.90,15.45
18-Sep-2023 18:57:56,-131.75,3.65
18-Sep-2023 19:07:57,-130.36,-2.84
18-Sep-2023 19:17:56,-140.33,2.76
18-Sep-2023 19:47:56,-148.69,34.03
18-Sep-2023 19:57:56,-148.78,23.89
18-Sep-2023 20:07:56,-139.02,25.82
18-Sep-2023 20:17:56,-136.83,24.22
18-Sep-2023 20:27:56,-134.61,5.95
18-Sep-2023 20:37:56,-130.29,0.37
18-Sep-2023 20:47:56,-131.44,17.75
18-Sep-2023 20:57:56,-133.27,14.68
18-Sep-2023 21:07:56,-133.27,14.68
18-Sep-2023 21:17:56,-133.69,18.08
18-Sep-2023 21:27:56,-137.57,12.91
18-Sep-2023 21:37:56,-133.87,23.75
18-Sep-2023 21:47:57,-143.24,8.70
18-Sep-2023 21:57:57,-147.30,13.80
18-Sep-2023 22:07:57,-141.57,9.72
18-Sep-2023 22:17:56,-140.03,10.20
18-Sep-2023 23:17:56,-142.00,28.88
19-Sep-2023 00:07:56,-141.79,16.83
19-Sep-2023 00:17:57,-135.52,3.74
19-Sep-2023 00:27:56,-146.32,14.96
19-Sep-2023 00:37:57,-141.77,23.99
19-Sep-2023 00:47:56,-155.68,25.01
19-Sep-2023 00:57:56,-141.79,16.82
19-Sep-2023 01:07:56,-145.51,18.49
19-Sep-2023 01:17:56,-147.46,6.52
19-Sep-2023 01:47:57,-137.69,11.78
19-Sep-2023 01:57:56,-133.29,30.55
19-Sep-2023 02:07:57,-132.60,24.65
19-Sep-2023 02:17:57,-125.33,20.12
19-Sep-2023 02:27:56,-138.19,18.76
19-Sep-2023 02:37:56,-128.53,15.20
19-Sep-2023 02:47:56,-148.43,15.16
19-Sep-2023 02:57:57,-142.01,15.71
19-Sep-2023 03:07:56,-143.78,17.13
19-Sep-2023 03:17:56,-142.24,21.70
19-Sep-2023 03:27:57,-139.49,33.11
19-Sep-2023 04:07:56,-144.69,15.98
19-Sep-2023 04:17:57,-141.51,14.50
19-Sep-2023 04:27:56,-137.53,18.66
19-Sep-2023 04:37:57,-139.90,20.19
19-Sep-2023 04:47:56,-140.21,32.15
19-Sep-2023 04:57:56,-141.82,20.47
19-Sep-2023 06:47:57,-143.12,5.20
19-Sep-2023 06:57:57,-139.51,14.30
