datetime,x (m),y(m)
17-Sep-2023 17:01:57,-147.65,127.97
17-Sep-2023 18:51:56,-157.35,153.90
17-Sep-2023 19:01:56,-159.18,150.75
18-Sep-2023 00:31:56,-178.41,174.55
18-Sep-2023 00:41:57,-185.87,191.03
18-Sep-2023 00:51:56,-180.96,177.02
18-Sep-2023 01:31:57,-254.29,290.92
18-Sep-2023 01:41:57,-251.09,289.64
18-Sep-2023 06:31:57,-198.66,225.46
18-Sep-2023 06:41:56,-204.40,235.89
18-Sep-2023 06:51:57,-202.10,237.19
18-Sep-2023 07:01:56,-194.79,228.48
18-Sep-2023 07:11:57,-213.20,246.04
18-Sep-2023 07:21:57,-223.47,257.87
18-Sep-2023 07:31:56,-213.31,238.07
18-Sep-2023 09:21:56,-226.23,256.44
18-Sep-2023 09:31:56,-220.32,249.73
18-Sep-2023 12:51:56,-210.76,205.82
18-Sep-2023 13:11:56,-206.91,195.62
18-Sep-2023 13:21:57,-166.67,176.65
18-Sep-2023 13:31:56,-158.64,160.14
18-Sep-2023 13:41:56,-139.46,121.32
18-Sep-2023 13:51:56,-143.45,122.75
18-Sep-2023 14:01:56,-141.68,131.71
18-Sep-2023 14:11:56,-152.97,144.48
18-Sep-2023 14:41:56,-172.49,179.69
18-Sep-2023 14:51:56,-165.54,164.16
18-Sep-2023 15:01:56,-160.54,154.13
18-Sep-2023 16:01:56,-276.28,383.33
18-Sep-2023 16:11:56,-260.44,380.66
18-Sep-2023 16:21:56,-279.13,400.82
18-Sep-2023 16:41:57,-192.31,262.46
18-Sep-2023 16:51:57,-205.81,271.21
18-Sep-2023 17:01:56,-228.22,262.97
18-Sep-2023 17:21:56,-225.41,255.34
18-Sep-2023 17:31:56,-222.42,256.24
18-Sep-2023 17:41:57,-222.82,256.84
18-Sep-2023 18:21:57,-259.25,314.17
18-Sep-2023 18:31:57,-262.08,322.97
18-Sep-2023 19:21:56,-174.29,200.85
18-Sep-2023 19:31:56,-180.11,204.21
18-Sep-2023 20:31:56,-242.45,279.60
18-Sep-2023 20:41:57,-243.32,295.07
18-Sep-2023 21:01:57,-168.55,194.36
18-Sep-2023 21:11:56,-159.92,175.55
19-Sep-2023 00:51:57,-169.36,177.07
19-Sep-2023 01:01:56,-165.84,173.31
19-Sep-2023 03:31:56,-337.89,389.68
19-Sep-2023 03:41:57,-310.84,383.16
19-Sep-2023 04:01:56,-279.85,339.23
19-Sep-2023 04:11:57,-269.22,326.41
19-Sep-2023 04:21:56,-269.65,327.04
19-Sep-2023 04:31:56,-266.58,317.87
19-Sep-2023 10:51:56,-1151.81,1373.89
19-Sep-2023 11:01:56,-1157.16,1380.52
19-Sep-2023 11:11:56,-154.81,134.86
19-Sep-2023 11:31:56,-166.13,147.19
19-Sep-2023 12:11:56,-164.09,142.94
19-Sep-2023 12:21:56,-163.40,154.68
19-Sep-2023 12:51:56,-214.94,217.36
19-Sep-2023 14:31:56,-206.96,223.10
19-Sep-2023 15:41:56,-687.98,1006.17
19-Sep-2023 15:51:56,-690.83,1028.03
19-Sep-2023 16:51:56,-355.39,453.06
19-Sep-2023 17:01:57,-354.95,452.57
20-Sep-2023 10:01:56,-220.66,218.83
20-Sep-2023 10:11:57,-219.34,240.29
20-Sep-2023 11:11:57,-222.38,268.88
20-Sep-2023 11:21:56,-219.88,261.21
20-Sep-2023 11:31:56,-240.44,290.34
20-Sep-2023 11:41:57,-237.83,282.37
20-Sep-2023 12:41:57,-245.21,306.44
20-Sep-2023 12:51:57,-248.12,285.31
20-Sep-2023 13:41:57,-174.50,190.95
20-Sep-2023 13:51:57,-185.08,199.22
20-Sep-2023 14:01:57,-204.26,223.49
20-Sep-2023 14:11:57,-186.89,204.48
20-Sep-2023 16:01:57,-151.41,174.09
20-Sep-2023 16:11:57,-159.44,180.27
20-Sep-2023 21:21:57,-198.07,243.96
20-Sep-2023 21:31:57,-217.67,263.34
20-Sep-2023 21:41:57,-224.06,271.68
20-Sep-2023 21:51:57,-208.72,252.92
20-Sep-2023 22:01:57,-191.47,235.93
21-Sep-2023 00:31:57,-182.52,224.66
21-Sep-2023 00:41:57,-197.01,238.73
21-Sep-2023 00:51:57,-221.97,264.60
21-Sep-2023 01:01:57,-225.44,264.30
21-Sep-2023 01:41:56,-195.48,232.74
21-Sep-2023 01:51:57,-195.72,233.22
21-Sep-2023 03:41:57,-292.61,354.59
21-Sep-2023 03:51:57,-267.15,340.53
21-Sep-2023 04:11:57,-208.21,256.60
21-Sep-2023 04:21:57,-225.68,278.08
21-Sep-2023 07:31:57,-240.67,286.81
21-Sep-2023 07:41:57,-251.16,289.71
21-Sep-2023 07:51:57,-229.30,277.73
21-Sep-2023 14:51:57,-253.43,339.24
21-Sep-2023 15:01:57,-259.37,341.06
21-Sep-2023 15:11:57,-257.91,333.58
21-Sep-2023 20:31:57,-273.04,294.38
21-Sep-2023 20:41:56,-258.90,313.62
21-Sep-2023 22:21:56,-358.85,400.32
21-Sep-2023 22:31:57,-358.98,427.85
21-Sep-2023 22:41:57,-334.20,425.88
22-Sep-2023 00:31:57,-203.13,248.22
22-Sep-2023 00:41:57,-192.73,222.17
22-Sep-2023 00:51:56,-189.43,211.18
22-Sep-2023 01:01:57,-181.99,199.46
22-Sep-2023 04:11:56,-795.88,1123.36
22-Sep-2023 04:21:57,-802.15,1151.70
22-Sep-2023 06:41:57,-259.12,335.70
22-Sep-2023 06:51:57,-242.99,314.70
22-Sep-2023 07:11:57,-285.92,358.21
22-Sep-2023 07:21:57,-263.11,352.98
22-Sep-2023 07:31:57,-274.89,375.17
22-Sep-2023 07:41:57,-295.54,396.26
22-Sep-2023 08:11:57,-193.52,250.81
22-Sep-2023 08:21:57,-202.42,253.43
22-Sep-2023 10:51:57,-206.60,229.77
22-Sep-2023 11:01:57,-210.81,234.33
22-Sep-2023 11:31:57,-178.71,195.23
22-Sep-2023 11:41:57,-186.88,218.23
22-Sep-2023 13:41:57,-241.70,312.45
22-Sep-2023 13:51:57,-247.85,299.60
22-Sep-2023 14:01:57,-253.76,317.34
22-Sep-2023 15:01:57,-255.72,339.16
22-Sep-2023 15:11:57,-249.08,322.02
22-Sep-2023 16:01:57,-191.12,238.67
